subject_name,session_name,state,posterior_occupancy
GRB006,20240530_164626,3,0.00086243026
GRB006,20240531_164435,3,0.0009158777
GRB006,20240604_123410,3,0.001248412
GRB006,20240605_133531,3,0.0009522987
GRB006,20240606_141045,3,0.0009829964
GRB006,20240607_133855,3,0.0007747807
GRB006,20240610_133557,3,0.0029519661
GRB006,20240611_134554,3,0.0007360135
GRB006,20240612_142350,3,0.0006404995
GRB006,20240613_140011,3,0.0008256586
GRB006,20240614_132538,3,0.0010105096
GRB006,20240617_123448,3,0.0014726692
GRB006,20240620_124808,3,0.0023743128
GRB006,20240621_143838,3,0.0021861114
GRB006,20240624_112117,3,0.0007309144
GRB006,20240625_130638,3,0.0015331075
GRB006,20240626_113043,3,0.0026878333
GRB006,20240627_141852,3,0.0004974597
GRB006,20240628_130506,3,0.0006256043
GRB006,20240701_112146,3,0.0007336988
GRB006,20240702_134736,3,0.00053442095
GRB006,20240710_124222,3,0.0018601723
GRB006,20240711_134140,3,0.0012713808
GRB006,20240715_134530,3,0.0024664826
GRB006,20240716_151257,3,0.002028628
GRB006,20240717_154846,3,0.0017802035
GRB006,20240718_150828,3,0.0010728196
GRB006,20240722_142540,3,0.0020538021
GRB006,20240723_142451,3,0.00077892403
GRB006,20240724_144439,3,0.0032809495
GRB006,20240725_153628,3,0.0015608831
GRB006,20240729_155308,3,0.0027365258
GRB006,20240730_142934,3,0.0011698266
GRB006,20240801_164225,3,0.0019795205
GRB006,20240805_142718,3,0.0013690453
GRB006,20240806_141817,3,0.00093501084
GRB006,20240807_120640,3,0.0032748347
GRB006,20240813_132409,3,0.001947041
GRB006,20240814_154434,3,0.0014148422
GRB006,20240815_111040,3,0.0018289712
GRB006,20240819_110829,3,0.0005361058
GRB006,20240820_115126,3,0.0014610912
GRB006,20240821_121447,3,0.0032960107
GRB006,20240822_100914,3,0.0012696299
GRB006,20241002_142716,3,0.0010729993
GRB006,20241003_112246,3,0.0064704604
GRB006,20241004_120803,3,0.0020475502
GRB006,20241007_142037,3,0.0026397756
GRB006,20241008_151755,3,0.0027518217
GRB006,20241011_121243,3,0.0012403235
GRB006,20241015_145423,3,0.0026186812
GRB006,20241016_153658,3,0.00107924
GRB006,20241018_141859,3,0.010308928
GRB006,20241021_172639,3,0.0057178214
